Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,Office of Housing & Redevelopment,40 Eldridge Ave,At Morales Ct,Vacaville,CA,95688,,707-449-5424,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,200-9,38.356907,-122.001886,2024-07-11,25516,2024-07-11 19:05:43 UTC,LG,,,2004-06-15,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,KUIC Radio - Parking Lot,500 Catherine St,At Davis St,Vacaville,CA,95688,,707-449-5424,E,,Public,24 hours daily,,,,,,1.0,,1 SP Inductive,Non-Networked,,GPS,38.355867,-121.9862,2024-07-11,25517,2024-07-11 19:05:43 UTC,LG,,,2004-06-15,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,City of Vacaville - City Hall,650 Merchant St,,Vacaville,CA,95688,,,E,,Public,24 hours daily; Primarily government use,,,,,,7.0,,2 SP Inductive,Non-Networked,,200-9,38.351758,-121.994475,2024-08-15,25518,2024-08-15 19:57:12 UTC,LG,,,2004-06-15,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,True,,,,,,,,LD,False,
ELEC,Citrus Heights City Hall,6360 Fountain Square Dr,Stations at rear and entrance,Citrus Heights,CA,95621,,916-725-2448,E,,Public,24 hours daily,,,,,,4.0,,1 SP Inductive,Non-Networked,,GPS,38.682605,-121.297614,2025-01-13,25519,2025-01-13 23:23:05 UTC,LG,,,2016-02-01,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Pitt School Plaza,1440 Ary Ln,,Dixon,CA,95620,,707-449-5424,E,,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1.0,,,1 SP Inductive  1 Tesla Conductive,Non-Networked,,200-9,38.457369,-121.842567,2024-07-11,25520,2024-07-11 19:05:43 UTC,LG,,,2004-06-15,,,,,NEMA520,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,False,,,,,,,,,False,
ELEC,El Dorado County Government Center,2850 Fairlane Ct,Building C parking lot,Placerville,CA,95667,,530-621-5300,E,,Public,24 hours daily,,,,,,3.0,,,Non-Networked,,GPS,38.72799,-120.828,2024-01-09,25522,2024-01-31 22:07:01 UTC,LG,,,2004-05-15,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,El Dorado Transit Park & Ride,4640 Post St,,El Dorado Hills,CA,95762,,530-642-5383,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,GPS,38.6476,-121.067,2024-01-09,25523,2024-01-31 22:07:01 UTC,LG,,,2012-05-01,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,CVS Pharmacy,8455 Auburn-Folsom Rd,At Douglas Blvd,Granite Bay,CA,95746,,916-791-1189,E,,Public,8am-10pm daily,,,,,,1.0,,,Non-Networked,,GPS,38.74453,-121.17,2023-08-10,25527,2024-01-31 22:07:01 UTC,P,,,1998-06-15,,,,,J1772,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Carmichael Library,5605 Marconi Ave,At La Vista,Carmichael,CA,95608,,916-264-2700  916-264-2920,E,,Public,24 hours daily,,,,,,1.0,,,Non-Networked,,GPS,38.618066,-121.334337,2024-08-15,25610,2024-08-15 19:57:12 UTC,P,,,2004-07-15,,,,,J1772,US,,,,Public,,public,,,LIBRARY,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Burlington International Airport,1200 Airport Dr,1st Floor Parking Garage,South Burlington,VT,05403,,802-863-2874  802-865-7571,E,,Public,24 hours daily; pay lot; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,2.0,,,,Non-Networked,,GPS,44.469281,-73.154972,2023-09-14,27036,2024-01-31 22:07:01 UTC,LG,,,2014-04-01,,,,,NEMA520,US,,,,Public,,public,,,AIRPORT,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Rio Vista City Hall,1 Main St,,Rio Vista,CA,94571,,707-374-6451,E,,Public,24 hours daily,,,,,,1.0,,,Non-Networked,,GPS,38.15485,-121.69,2024-07-11,27302,2024-07-11 19:05:43 UTC,LG,,,2006-08-15,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Fairfield City Hall,1000 Webster St,,Fairfield,CA,94533,,707-428-7414,E,,Public,24 hours daily; 2 hour limit,,,,,,2.0,,,Non-Networked,,200-8,38.25281,-122.044229,2024-08-15,27328,2024-08-15 19:57:12 UTC,LG,,,2012-08-27,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Solano Community College,4000 Suisun Valley Rd,,Fairfield,CA,94534,,707-449-5424,E,,Public,24 hours daily,,,,,,3.0,,1 SP Inductive,Non-Networked,,GPS,38.23723,-122.123,2024-07-11,27329,2024-07-11 19:05:43 UTC,LG,,,2005-07-15,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free,,,,,,,,,,False,,,,,,,,,False,
ELEC,Vallejo Ferry Terminal,495 Mare Island Way,,Vallejo,CA,94590,,707-449-5424,E,,Public,24 hours daily,,,,,,,,2 SP Inductive  1 Avcon Conductive  1 Tesla Conductive,Non-Networked,,200-8,38.105062,-122.265895,2024-07-11,27335,2024-07-11 19:05:43 UTC,LG,,,2005-07-15,,,,,,US,,,,Public,,public,,,TRAVEL_CENTER,,,,,,,Free,,,,,,,,,,False,,,,,,,,MD,False,
ELEC,Los Angeles International Airport (LAX) - Lot 1,1 World Way,Central Terminal Area (CTA) - P1,Los Angeles,CA,90045,,310-646-2911,E,,Public,24 hours daily; pay lot,,,,,,20.0,,,Non-Networked,,GPS,33.944761,-118.399767,2024-08-15,28007,2024-08-15 19:57:12 UTC,LG,,,2011-02-15,,,,,J1772,US,,,,Public,,public,,,AIRPORT,,,,,,,$2 service fee + $0.45 per kWh,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Burlington International Airport,1200 Airport Dr,1st Floor Parking Garage,South Burlington,VT,05403,,802-863-2874  802-865-7571,E,,Public,24 hours daily,,,,,,6.0,,,Non-Networked,,GPS,44.469281,-73.154972,2023-09-14,32973,2024-01-31 22:07:01 UTC,LG,,,2004-01-15,,,,,J1772,US,,,,Public,,public,,,AIRPORT,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,True,
ELEC,City of Lacey - City Hall Parking,420 College St,"At 3rd Ave SE, next to police station",Lacey,WA,98503,,360-491-3214,E,,Public,24 hours daily,,,,,,4.0,,,Non-Networked,,200-9,47.044011,-122.822404,2023-01-10,33351,2023-02-14 15:54:11 UTC,LG,,,2018-01-15,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free; 3 hour maximum charging session,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Oregon Museum of Science and Industry (OMSI) - South Parking Lot,1945 SE Water Ave,Under solar canopy in east parking lot,Portland,OR,97214,,800-955-6674,E,,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,2.0,2.0,,,Non-Networked,,GPS,45.508396,-122.664667,2023-07-11,33378,2024-01-31 22:07:01 UTC,P,,,2008-10-15,,,,,J1772 NEMA515,US,,,,Public,,public,,,MUSEUM,,,,,,,Free,,,,,,,,,SOLAR,False,,,,,,,,LD,False,
ELEC,City of Ukiah - Public Parking Lot,N Oak St & W Standley St,Located in the City parking lot on the west side of N. Oak St. just south of W. Standley St.,Ukiah,CA,95482,,707-467-5711,E,,Public,24 hours daily,,,,,,1.0,,,Non-Networked,,GPS,39.15,-123.2091,2023-06-12,33544,2024-01-31 22:07:01 UTC,LG,,,2008-11-30,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Nut Tree Village,1651 E Monte Vista Ave,,Vacaville,CA,95688,,707-449-5424,E,,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1.0,1.0,,1 SP Inductive,Non-Networked,,200-9,38.368755,-121.961192,2024-07-11,33545,2024-07-11 19:05:43 UTC,P,,,2008-12-15,,,,,J1772 NEMA515,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,False,,,,,,,,,False,
ELEC,4th and G Plaza Public Parking Garage,817 4th St,Entrance on 4th St,Davis,CA,95616,,530-753-7730,E,,Public,6am-2am daily,,,,,,2.0,,,Non-Networked,,GPS,38.54643,-121.7388,2024-05-09,33555,2024-05-09 20:32:20 UTC,P,,,2008-12-01,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Davis Amtrak Station,840 2nd St,2nd & H St,Davis,CA,95616,,,E,,Public,24 hours daily,,,,,,2.0,,1 SP Inductive,Non-Networked,,GPS,38.5443,-121.738,2023-01-10,33556,2023-02-14 15:54:11 UTC,P,,,2008-12-01,,,,,J1772,US,,,,Public,,public,,,PAY_LOT,,,,,,,Free,,,,,,,,,,False,,,,,,,,,False,
ELEC,University of California - Davis - Quad Parking Structure,6 Howard Way,Quad Structure; Between Russell Blvd & North Quad,Davis,CA,95616,,530-752-8277,E,,Public,24 hours daily; pay lot; parking permit required; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,3.0,7.0,,,Non-Networked,,GPS,38.544538,-121.749713,2023-01-10,33557,2023-02-14 15:54:11 UTC,P,,,2008-12-01,,,,,J1772 NEMA520,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Parking fee,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,University Covenant Church,315 Mace Blvd,,Davis,CA,95618,,530-756-3923,E,,Public,For guests/workers only,,,,,,1.0,,,Non-Networked,,GPS,38.55755,-121.6947,2024-08-15,33558,2024-08-15 19:57:12 UTC,P,,,2008-12-01,,,,,J1772,US,,,,Public,,public,,,PLACE_OF_WORSHIP,,,,,,,Free,,,,,,,,,,True,,,,,,,,LD,False,
ELEC,Wildhorse Golf Club,2323 Rockwell Dr,,Davis,CA,95618,,530-753-4900,E,,Public,24 hours daily; customer use only,,,,,,2.0,,,Non-Networked,,200-9,38.569412,-121.721373,2023-05-03,33559,2024-01-31 22:07:01 UTC,P,,,1998-06-15,,,,,J1772,US,,,,Public,,public,,,REC_SPORTS_FACILITY,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Lakewood Center Mall,4500 Silva St,Located near Nordstrom Rack,Lakewood,CA,90712,,562-531-6707,E,,Public,5am-10pm daily,,,,,,2.0,,,Non-Networked,,GPS,33.84788,-118.13889,2023-05-03,33564,2024-01-31 22:07:01 UTC,P,,,2012-10-25,,,,,J1772,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Golden Gate Ferry Terminal,101 E Sir Francis Drake Blvd,,Larkspur,CA,94939,,415-925-5570,E,,Public,24 hours daily; pay lot,,,,,,1.0,,,Non-Networked,,GPS,37.94495,-122.5096,2023-05-03,33690,2024-01-31 22:07:01 UTC,P,,,2008-12-31,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Oakland International Airport - Daily Lot,1 Airport Dr,"Enter Daily Parking Lot.  Section L6, behind Parking Management Office.",Oakland,CA,94621,,510-563-3361,E,,Public,24 hours daily; pay lot,,,,,,4.0,,,Non-Networked,,GPS,37.7136,-122.2087,2023-06-12,33695,2024-01-31 22:07:01 UTC,LG,,,2012-12-20,,,,,J1772,US,,,,Public,,public,,,AIRPORT,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Seattle-Tacoma International Airport - General Parking,17801 Pacific Hwy S,"5th floor parking garage; rows D, G, and I",Seattle,WA,98188,,206-787-5388,E,,Public,24 hours daily; pay lot; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,,68.0,,,Non-Networked,,200-8,47.443377,-122.296229,2023-12-13,33717,2024-01-31 22:07:01 UTC,P,,,2010-03-01,,,,,J1772,US,,,,Public,,public,,,AIRPORT,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,City of Champaign - Hill Street Parking Deck,123 W Hill St,"From Neil St head west on Hill or enter the deck from Randolph St between Church and Hill. Four charging stations on 3rd floor, east end of parking deck.",Champaign,IL,61820,,217-403-4700,E,,Public,24 hours daily; pay lot,,,,,,4.0,,,Non-Networked,,GPS,40.119161,-88.244185,2024-09-12,33921,2024-09-12 16:47:34 UTC,LG,,,2009-01-15,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Discovery Center of Idaho,131 W Myrtle St,,Boise,ID,83702,,208-343-9895,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,GPS,43.608009,-116.197968,2024-12-10,34106,2024-12-10 21:08:39 UTC,P,,,2017-04-20,,,,,J1772,US,,,,Public,,public,,,MUSEUM,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,City of Keizer - City Hall,930 Chemawa Rd NE,,Salem,OR,97303,,503-390-3700,E,,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,2.0,,,,Non-Networked,,200-9,44.99574,-123.019758,2023-04-06,34849,2024-01-31 22:07:01 UTC,SG,,,2009-10-15,,,,,NEMA520,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Fairfield Transportation Center,2000 Cadenasso Dr,,Fairfield,CA,94533,,707-434-3800,E,,Public,24 hours daily,,,,,,2.0,,2 Tesla Conductive,Non-Networked,,GPS,38.2482,-122.0678,2024-07-11,35146,2024-07-11 19:05:43 UTC,LG,,,2009-05-01,,,,,J1772,US,,,,Public,,public,,,TRAVEL_CENTER,,,,,,,Free,,,,,,,,,,False,,,,,,,,,False,
ELEC,LINCOLN CITY TAFT DUAL 1,1226 SW 50th St,,Lincoln City,OR,97367,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,44.928439,-124.015824,2025-01-18,35258,2025-01-18 00:55:16 UTC,,,,2010-05-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
ELEC,MGE WILLY ST E,1221 Williamson St,In Parking Lot by Front Door,Madison,WI,53703,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.083979,-89.363091,2025-01-18,35290,2025-01-18 00:41:17 UTC,,,,2009-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
ELEC,LBCC LBCC DUAL 2,Ellingson Rd SW,,Albany,OR,97321,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,44.586123,-123.115389,2025-01-18,35480,2025-01-18 00:54:32 UTC,,,,2009-01-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
ELEC,Home Depot,1551 Froom Ranch Way,,San Luis Obispo,CA,93405,,805-596-0857,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,200-9,35.249929,-120.689683,2023-05-03,35560,2024-01-31 22:07:01 UTC,P,,,2000-04-15,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,False,,,,,,,,MD,False,
ELEC,San Luis Obispo Promenade - Bed Bath & Beyond,319 Madonna Rd,,San Luis Obispo,CA,93401,,805-545-7556  805-542-9004,E,,Public,24 hours daily,,,,,,4.0,,,Non-Networked,,GPS,35.25982,-120.676,2024-07-11,35561,2024-07-11 19:05:43 UTC,P,,,2000-04-15,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Avista Corp,1411 E Mission Ave,,Spokane,WA,99252,,509-489-0500,E,,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1.0,2.0,,,Non-Networked,,GPS,47.673347,-117.388933,2023-06-12,35620,2024-01-31 22:07:01 UTC,P,,,2010-04-15,,,,,J1772 NEMA520,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Steam Plant Parking,130 S Post St,,Spokane,WA,99201,,800-227-9187,E,,Public,24 hours daily,,,,,,6.0,,,Non-Networked,,GPS,47.65579218,-117.4236637,2023-04-06,35621,2024-01-31 22:07:01 UTC,P,,,2010-04-15,,,,,J1772,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,
ELEC,Kum & Go #4110,2110 Guthrie Ave,,Des Moines,IA,50317,,515-265-2535,E,,Public,24 hours daily,,,,,,1.0,,,Non-Networked,,200-9,41.615759,-93.57875,2024-05-09,35840,2024-05-09 20:32:20 UTC,P,,,2010-05-15,,,,,J1772,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,False,,,,,,,,,False,
ELEC,Kum & Go #570,5800 Northglenn Dr,,Johnston,IA,50131,,515-276-1730,E,,Public,24 hours daily,,,,,,1.0,,,Non-Networked,,200-9,41.682385,-93.698315,2024-05-09,35841,2024-05-09 20:32:20 UTC,P,,,2010-05-15,,,,,J1772,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,Free,,,,,,,,,,False,,,,,,,,,False,
ELEC,TUCSON RENTAL OFF NETWORK 1,9855 E Speedway Blvd,-Station located in front of main office,Tucson,AZ,85748,,888-758-4389,T,2022-09-09,TEMPORARILY UNAVAILABLE (Public),24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1.0,1.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,32.236156,-110.781792,2025-01-18,36343,2025-01-18 00:34:39 UTC,,,,2010-05-15,,,,,J1772 NEMA515,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
